NVC2.1_camp_name,year,loc_cow,targ_cow,NVC2.1_prim_meth,NVC2.1_total_part,NVC2.1_camp_structure,NVC2.1_sec_defect,NVC2.1_state_defect,NVC2.1_success,NVC2.1_camp_duration,NVC2.1_camp_goals,NVC2.1_progress
Southern Yemen Secessionist Movement,2013,679,679,1,10001,1,0,0,0,7,3,1
Anti-Sanchez de Lozada Campaign,2003,145,145,1,50001,0,1,1,1,1,0,4
al-Houthi Rebellion,2004,679,679,0,1001,1,0,0,0,10,4,0
al-Houthi Rebellion,2005,679,679,0,1001,1,0,0,0,10,4,1
al-Houthi Rebellion,2006,679,679,0,1001,1,0,0,0,10,4,1
al-Houthi Rebellion,2007,679,679,0,-99,1,0,0,0,10,4,0
al-Houthi Rebellion,2008,679,679,0,-99,1,0,0,0,10,4,1
al-Houthi Rebellion,2009,679,679,0,10000,1,0,0,0,10,4,1
al-Houthi Rebellion,2010,679,679,0,10000,1,0,0,0,10,4,1
al-Houthi Rebellion,2011,679,679,0,100000,1,0,0,0,10,4,3
al-Houthi Rebellion,2012,679,679,0,1001,1,0,0,0,10,0,1
al-Houthi Rebellion,2013,679,679,0,200001,1,0,0,0,10,0,1
NCCOP Pro-Democracy Movement,1991,471,471,1,20001,1,0,0,0,1,0,5
Djibouti Arab Spring,2011,522,522,1,20000,0,0,0,0,1,0,5
Rebellion of the Forajidos,2005,130,130,1,100001,0,1,1,1,1,0,4
Anti-Morsi Protests,2013,651,651,1,2000001,0,1,1,1,1,0,4
Indo-Fijian Anti-Coup Campaign,1987,950,950,1,1000,1,0,1,0,1,0,5
Anti-Chaudry Campaign,2000,950,950,1,20000,1,1,0,1,1,0,4
Frente Nacionalæde Resistencia Popular (FNRP),2009,91,91,1,10000,0,1,0,0,3,0,0
Frente Nacionalæde Resistencia Popular (FNRP),2010,91,91,1,500000,0,0,0,0,3,0,0
Frente Nacionalæde Resistencia Popular (FNRP),2011,91,91,1,2001,0,0,0,0,3,0,5
Anti-Indira Campaign,1974,750,750,1,1000001,1,0,0,0,4,1,3
Anti-Indira Campaign,1975,750,750,1,750001,1,0,1,0,4,0,0
Anti-Indira Campaign,1976,750,750,1,30000,1,0,1,0,4,0,0
Anti-Indira Campaign,1977,750,750,1,1000001,1,0,1,1,4,0,4
Anti-Habibie Student Protests ,1999,850,850,1,19756,0,0,0,1,1,0,4
Kyrgyz Second Revolution,2010,703,703,1,5000,1,0,0,1,1,0,4
Libyan Civil War,2011,620,620,0,-99,1,1,1,1,1,0,4
Anti-Tsiranana Campaign,1972,580,580,1,100000,1,1,1,1,1,0,4
Anti-Ravalomanana Movement,2009,580,580,1,40000,1,1,1,1,1,0,4
Saffron Revolution,2007,775,775,1,200000,1,0,0,0,2,1,0
Saffron Revolution,2008,775,775,1,201,0,0,0,0,2,1,5
Maoist Anti-Government Protests,2010,790,790,1,200001,1,0,0,1,1,0,4
Anti-Somoza Strikes,1978,93,93,1,10000,0,1,1,0,1,0,5
Anti-Bhutto,1977,770,770,1,100000,1,1,1,1,1,0,4
Anti-Zia al-Haq,1986,770,770,1,200001,1,0,0,0,1,0,5
People Power III,2001,840,840,1,340000,0,0,1,0,1,0,5
South Vietnam Anti-Military Govt,1964,817,817,1,25000,1,1,0,0,3,0,3
South Vietnam Anti-Military Govt,1965,817,817,1,15000,1,0,0,0,3,0,3
South Vietnam Anti-Military Govt,1966,817,817,1,25500,1,1,0,0,3,0,5
Swaziland Anti-Monarchy Protests,2011,572,572,1,2001,0,0,0,0,1,0,5
Syrian Civil Conflict,2011,652,652,1,250000,1,1,0,0,3,0,0
Syrian Civil Conflict,2012,652,652,0,-99,1,1,0,0,3,0,0
Syrian Civil Conflict,2013,652,652,0,-99,1,1,0,0,3,0,0
Anti-Military Government Campaign,2007,800,800,1,15000,1,0,0,1,1,0,4
People's Alliance for Democracy Campaign,2008,800,800,1,20001,1,0,0,1,1,0,4
Anti-Eyadema,1991,461,461,1,100001,1,0,0,0,1,0,5
Anti-Gnassingbe/Coup Crisis,2005,461,461,1,100000,1,0,0,0,1,0,5
Students Union Protests,1990,369,369,1,350000,0,0,0,1,1,0,4
Awami League Protests,2004,771,771,1,100000,1,0,1,0,4,0,0
Awami League Protests,2005,771,771,1,100001,1,0,0,0,4,0,0
Awami League Protests,2006,771,771,1,2001,0,0,0,0,4,1,3
Awami League Protests,2007,771,771,1,20001,0,0,0,1,4,1,4
Anti-Siles Zuazo,1984,145,145,1,50000,1,1,1,0,2,0,1
Anti-Siles Zuazo,1985,145,145,1,10000,1,1,1,0,2,0,5
Dance With Me Campaign,2013,355,355,1,20000,0,0,0,0,1,0,3
Ivorian Pro-Democracy,1989,437,437,1,-99,1,0,0,0,2,1,2
Ivorian Pro-Democracy,1990,437,437,1,10000,0,1,1,1,2,1,4
Pro-Ouattara Campaign,2010,437,437,1,10001,1,0,0,0,2,0,2
Pro-Ouattara Campaign,2011,437,437,1,45000,1,0,0,1,2,0,4
"Kivu Rebels (M23, APCLS, PARC-FAAL)",2011,490,490,0,500,1,0,0,0,3,0,0
"Kivu Rebels (M23, APCLS, PARC-FAAL)",2012,490,490,0,3000,1,0,0,0,3,0,1
"Kivu Rebels (M23, APCLS, PARC-FAAL)",2013,490,490,0,3000,1,0,0,0,3,0,1
Pro-Morsi Protests,2013,651,651,1,20001,1,0,0,0,1,0,0
Anti-National Governing Council (CNG),1986,41,41,1,100000,1,0,0,0,2,0,0
Anti-National Governing Council (CNG),1987,41,41,1,100001,1,0,0,0,2,0,5
Anti-Aristide,2002,41,41,1,20001,0,0,0,0,3,0,3
Anti-Aristide,2003,41,41,1,20001,0,0,0,0,3,0,0
Anti-Aristide,2004,41,41,1,10000,0,0,0,1,3,0,4
Cutlery Revolution,2008,395,395,1,2001,0,0,0,0,2,0,0
Cutlery Revolution,2009,395,395,1,7000,0,0,0,1,2,0,4
Kyrgyz Anti-Interim Goverment ,2010,703,703,1,2000,0,0,0,0,1,0,5
Anti-Mutharika,2011,553,553,1,4000,0,0,0,0,2,0,0
Anti-Mutharika,2012,553,553,1,2001,0,0,0,1,2,0,4
Nasheed Supporters,2012,781,781,1,3000,1,0,1,0,2,0,0
Nasheed Supporters,2013,781,781,1,6000,1,0,0,0,2,0,5
Anti-Musharraf Campaign (Lawyer's Movement),2007,770,770,1,25000,1,0,1,0,2,0,3
Anti-Musharraf Campaign (Lawyer's Movement),2008,770,770,1,500000,1,1,0,1,2,0,4
MFDC Secessionist Campaign (Casamance),1982,433,433,1,999,1,0,0,0,2,3,0
MFDC Secessionist Campaign (Casamance),1983,433,433,1,999,1,0,0,0,2,3,5
Anti-Bouterse,1983,115,115,1,-99,0,0,0,0,2,0,0
Anti-Bouterse,1984,115,115,1,2200,1,0,0,1,2,0,4
Civil Movement for Democracy,2013,800,800,1,20001,1,0,1,0,1,0,0
Let's Save Togo (Anti-Gnassingbe),2012,461,461,1,100000,1,0,0,0,2,0,0
Let's Save Togo (Anti-Gnassingbe),2013,461,461,1,-99,1,0,0,0,2,0,5
Tongan Pro-Democracy Protests,2005,955,955,1,5000,0,1,1,0,2,2,3
Tongan Pro-Democracy Protests,2006,955,955,1,2001,0,0,0,0,2,0,5
Anti-Ben Ali Campaign (Jasmine Revolution),2010,616,616,1,1000,0,0,0,0,2,0,0
Anti-Ben Ali Campaign (Jasmine Revolution),2011,616,616,1,200001,0,1,0,1,2,0,4
Anti-Islamist Government Protests,2013,616,616,1,20000,1,0,0,0,1,0,1
Anti-Erdogan,2013,640,640,1,200001,0,0,0,0,1,0,0
Euromaiden,2013,369,369,1,800001,1,0,1,0,1,0,0
Anti-Ali Abdullah Saleh,2011,679,679,1,2000001,0,1,1,0,2,0,0
Anti-Ali Abdullah Saleh,2012,679,679,1,-99,0,1,0,1,2,0,4
Anti-Abdelaziz Bouteflika Campaign,2010,615,615,1,999,0,0,0,0,3,2,0
Anti-Abdelaziz Bouteflika Campaign,2011,615,615,1,10000,1,0,0,0,3,0,1
Anti-Abdelaziz Bouteflika Campaign,2012,615,615,1,1000,-99,0,0,0,3,0,5
Armenian Opposition Protest/March 1st Movement,2008,371,371,1,20000,0,0,1,0,2,1,0
Armenian Opposition Protest/March 1st Movement,2009,371,371,1,20001,0,0,0,0,2,1,5
Sinai Insurgency,2013,651,651,0,1000,1,0,0,0,1,0,0
Protest for Constitutional Reform,2011,663,663,1,8000,0,0,0,0,3,1,3
Protest for Constitutional Reform,2012,663,663,1,10000,0,0,0,0,3,0,3
Protest for Constitutional Reform,2013,663,663,1,3000,0,0,0,0,3,1,5
Lebanon Political Crisis,2006,660,660,1,200001,1,0,0,0,3,0,1
Lebanon Political Crisis,2007,660,660,1,200001,1,0,0,0,3,0,1
Lebanon Political Crisis,2008,660,660,1,284,0,0,0,1,3,0,4
South Sudanese Civil War,2013,626,626,0,25000,1,1,-99,0,1,0,0
Anti-Al-Bashir Government,2011,625,625,1,16000,0,0,0,0,3,0,2
Anti-Al-Bashir Government,2012,625,625,1,2001,0,0,0,0,3,0,0
Anti-Al-Bashir Government,2013,625,625,1,10000,0,0,1,0,3,0,5
Red Shirt Campaign,2009,800,800,1,100000,1,0,0,0,3,0,0
Red Shirt Campaign,2010,800,800,1,150000,1,0,0,0,3,0,0
Red Shirt Campaign,2011,800,800,1,27000,1,0,0,0,3,2,5
CCCN and Union Pro-Democracy Movement,1990,482,482,1,2001,0,0,0,0,4,1,0
CCCN and Union Pro-Democracy Movement,1991,482,482,1,20000,0,0,0,0,4,1,3
CCCN and Union Pro-Democracy Movement,1992,482,482,1,10000,0,0,0,0,4,1,2
CCCN and Union Pro-Democracy Movement,1993,482,482,1,-99,0,0,0,1,4,1,4
CNDP,2006,490,490,0,-99,1,0,0,0,4,1,3
CNDP,2007,490,490,0,-99,1,1,0,0,4,1,3
CNDP,2008,490,490,0,-99,1,0,0,0,4,1,3
CNDP,2009,490,490,0,-99,1,0,0,0,4,1,5
Guinean Pro-Democracy Movement,2007,438,438,1,30000,0,0,0,0,4,0,2
Guinean Pro-Democracy Movement,2008,438,438,1,201,0,0,0,0,4,0,0
Guinean Pro-Democracy Movement,2009,438,438,1,94001,0,0,0,0,4,1,0
Guinean Pro-Democracy Movement,2010,438,438,1,-99,0,0,0,1,4,1,4
Northern Mali Conflict,2012,432,432,0,-99,1,0,0,0,2,0,3
Northern Mali Conflict,2013,432,432,0,-99,1,0,0,0,2,0,0
Georgia-Abkhazia War,1992,372,372,0,90000,1,0,0,0,3,3,3
Georgia-Abkhazia War,1993,372,372,0,97000,1,0,0,0,3,3,3
Georgia-Abkhazia War,1994,372,372,0,-99,1,0,0,0,3,3,5
Anti-Mubarak Movement,2007,651,651,1,100,0,0,0,0,5,1,0
Anti-Mubarak Movement,2008,651,651,1,401,0,0,0,0,5,1,0
Anti-Mubarak Movement,2009,651,651,1,2001,0,0,0,0,5,0,0
Anti-Mubarak Movement,2010,651,651,1,2001,0,0,0,0,5,0,2
Anti-Mubarak Movement,2011,651,651,1,2000000,0,0,0,1,5,0,4
Anti-Shashkvilli Campaign,2007,372,372,1,50000,0,0,1,0,7,0,3
Anti-Shashkvilli Campaign,2008,372,372,1,40000,0,0,0,0,7,0,0
Anti-Shashkvilli Campaign,2009,372,372,1,53000,0,0,1,0,7,0,0
Anti-Shashkvilli Campaign,2010,372,372,1,6000,0,0,0,0,7,0,0
Anti-Shashkvilli Campaign,2011,372,372,1,10000,0,0,0,0,7,0,0
Anti-Shashkvilli Campaign,2012,372,372,1,80000,0,0,0,0,7,0,3
Anti-Shashkvilli Campaign,2013,372,372,1,5000,0,0,0,1,7,0,4
Green Revolution and Day of Rage,2009,630,630,1,2000000,0,0,0,0,5,0,0
Green Revolution and Day of Rage,2010,630,630,1,201,0,0,0,0,5,0,0
Green Revolution and Day of Rage,2011,630,630,1,350000,0,0,0,0,5,0,0
Green Revolution and Day of Rage,2012,630,630,1,2001,0,0,0,0,5,0,0
Green Revolution and Day of Rage,2013,630,630,1,20001,0,0,0,0,5,0,5
Boko Haram,2009,475,475,0,-99,1,0,0,0,5,0,0
Boko Haram,2010,475,475,0,51,1,0,0,0,5,0,0
Boko Haram,2011,475,475,0,-99,1,0,0,0,5,0,0
Boko Haram,2012,475,475,0,-99,1,0,0,0,5,0,0
Boko Haram,2013,475,475,0,-99,1,0,0,0,5,0,0
"Anti-Putin/ ""Snow Revolution""",2010,365,365,1,15000,0,0,0,0,4,1,0
"Anti-Putin/ ""Snow Revolution""",2011,365,365,1,100000,0,0,0,0,4,0,0
"Anti-Putin/ ""Snow Revolution""",2012,365,365,1,70000,1,0,0,0,4,0,1
"Anti-Putin/ ""Snow Revolution""",2013,365,365,1,20001,1,0,0,0,4,0,0
Anti-Roh Tae Woo,1988,732,732,1,22000,1,0,0,0,5,0,0
Anti-Roh Tae Woo,1989,732,732,1,100000,0,0,0,0,5,0,0
Anti-Roh Tae Woo,1990,732,732,1,300000,1,0,0,0,5,0,0
Anti-Roh Tae Woo,1991,732,732,1,400000,1,0,0,0,5,0,0
Anti-Roh Tae Woo,1992,732,732,1,-99,-99,0,0,0,5,0,5
Pro-Aristide Campaign,2005,41,41,1,2001,0,0,0,0,7,0,0
Pro-Aristide Campaign,2006,41,41,1,30000,0,0,0,0,7,0,0
Pro-Aristide Campaign,2007,41,41,1,2001,0,0,0,0,7,0,0
Pro-Aristide Campaign,2008,41,41,1,5000,0,0,0,0,7,0,0
Pro-Aristide Campaign,2009,41,41,1,2001,0,0,0,0,7,0,0
Pro-Aristide Campaign,2010,41,41,1,2001,0,0,0,0,7,0,0
Pro-Aristide Campaign,2011,41,41,1,3000,0,0,0,0,7,0,5
Anti-Aziz Protests,2008,435,435,1,100,1,0,0,0,6,0,0
Anti-Aziz Protests,2009,435,435,1,1001,1,0,0,0,6,2,0
Anti-Aziz Protests,2010,435,435,1,-99,-99,0,0,0,6,-99,0
Anti-Aziz Protests,2011,435,435,1,1001,1,0,0,0,6,2,0
Anti-Aziz Protests,2012,435,435,1,80000,1,0,0,0,6,0,0
Anti-Aziz Protests,2013,435,435,1,-99,1,0,0,0,6,0,0
Western Sahara Independence Movement,1999,,600,1,1001,1,0,0,0,15,4,0
Western Sahara Independence Movement,2000,,600,1,1001,1,0,0,0,15,4,0
Western Sahara Independence Movement,2001,,600,1,-99,1,0,0,0,15,5,1
Western Sahara Independence Movement,2002,,600,1,1001,1,0,0,0,15,5,0
Western Sahara Independence Movement,2003,,600,1,10000,0,0,0,0,15,5,0
Western Sahara Independence Movement,2004,,600,1,-99,0,0,0,0,15,5,0
Western Sahara Independence Movement,2005,,600,1,101,0,0,0,0,15,5,0
Western Sahara Independence Movement,2006,,600,1,5000,0,0,0,0,15,5,1
Western Sahara Independence Movement,2007,,600,1,5000,0,0,0,0,15,5,3
Western Sahara Independence Movement,2008,,600,1,5000,0,0,0,0,15,5,3
Western Sahara Independence Movement,2009,,600,1,5000,0,0,0,0,15,5,1
Western Sahara Independence Movement,2010,,600,1,20001,0,0,0,0,15,5,1
Western Sahara Independence Movement,2011,,600,1,-99,0,0,0,0,15,5,1
Western Sahara Independence Movement,2012,,600,1,2001,0,0,0,0,15,5,1
Western Sahara Independence Movement,2013,,600,1,2001,0,0,0,0,15,5,5
Al Qaeda in the Arabian Peninsula,2009,679,679,0,500,1,0,0,0,5,3,0
Al Qaeda in the Arabian Peninsula,2010,679,679,0,500,1,-99,-99,0,5,3,0
Al Qaeda in the Arabian Peninsula,2011,679,679,0,300,1,1,1,0,5,3,3
Al Qaeda in the Arabian Peninsula,2012,679,679,0,1001,1,1,0,0,5,3,0
Al Qaeda in the Arabian Peninsula,2013,679,679,0,6001,1,0,0,0,5,3,0
Pakistani Islamist Insurgency,2007,770,770,0,5000,1,0,0,0,7,0,0
Pakistani Islamist Insurgency,2008,770,770,0,5000,1,1,0,0,7,0,0
Pakistani Islamist Insurgency,2009,770,770,0,10001,1,0,0,0,7,0,3
Pakistani Islamist Insurgency,2010,770,770,0,8000,1,0,0,0,7,0,0
Pakistani Islamist Insurgency,2011,770,770,0,-99,1,0,0,0,7,0,3
Pakistani Islamist Insurgency,2012,770,770,0,20000,1,0,0,0,7,0,3
Pakistani Islamist Insurgency,2013,770,770,0,15001,1,0,0,0,7,0,0
Caucasus Emirate,2007,365,365,0,-99,1,0,0,0,7,3,0
Caucasus Emirate,2008,365,365,0,-99,1,0,0,0,7,3,0
Caucasus Emirate,2009,365,365,0,2001,1,0,0,0,7,3,0
Caucasus Emirate,2010,365,365,0,-99,1,0,0,0,7,3,0
Caucasus Emirate,2011,365,365,0,2000,1,0,0,0,7,3,0
Caucasus Emirate,2012,365,365,0,2000,1,0,0,0,7,3,0
Caucasus Emirate,2013,365,365,0,2000,1,0,0,0,7,3,0
Somali Islamist Insurgency,2006,520,520,0,3600,0,-99,0,0,8,0,0
Somali Islamist Insurgency,2007,520,520,0,7000,0,1,-99,0,8,0,1
Somali Islamist Insurgency,2008,520,520,0,7000,1,1,1,0,8,0,2
Somali Islamist Insurgency,2009,520,520,0,-99,0,1,-99,0,8,0,1
Somali Islamist Insurgency,2010,520,520,0,7000,1,1,0,0,8,0,1
Somali Islamist Insurgency,2011,520,520,0,-99,0,1,0,0,8,0,0
Somali Islamist Insurgency,2012,520,520,0,-99,0,-99,0,0,8,0,0
Somali Islamist Insurgency,2013,520,520,0,5000,1,0,0,0,8,0,0
Naxalite insurgency,1980,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1981,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1982,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1983,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1984,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1985,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1986,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1987,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1988,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1989,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1990,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1991,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1992,750,750,0,1500,1,0,0,0,34,0,0
Naxalite insurgency,1993,750,750,0,1500,1,0,0,0,34,0,0
Naxalite insurgency,1994,750,750,0,1500,1,0,0,0,34,0,0
Naxalite insurgency,1995,750,750,0,1500,1,0,0,0,34,0,0
Naxalite insurgency,1996,750,750,0,1500,1,0,0,0,34,0,0
Naxalite insurgency,1997,750,750,0,1500,1,0,0,0,34,0,0
Naxalite insurgency,1998,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,1999,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,2000,750,750,0,1000,1,0,0,0,34,0,0
Naxalite insurgency,2001,750,750,0,4100,1,0,0,0,34,0,0
Naxalite insurgency,2002,750,750,0,4100,1,0,0,0,34,0,0
Naxalite insurgency,2003,750,750,0,2000,1,0,0,0,34,0,0
Naxalite insurgency,2004,750,750,0,3100,1,0,0,0,34,1,1
Naxalite insurgency,2005,750,750,0,1350,1,0,0,0,34,0,0
Naxalite insurgency,2006,750,750,0,10500,1,0,0,0,34,0,0
Naxalite insurgency,2007,750,750,0,13250,1,0,0,0,34,0,0
Naxalite insurgency,2008,750,750,0,8250,1,0,0,0,34,0,0
Naxalite insurgency,2009,750,750,0,14250,1,0,0,0,34,0,0
Naxalite insurgency,2010,750,750,0,15000,1,0,0,0,34,0,0
Naxalite insurgency,2011,750,750,0,-99,1,0,0,0,34,0,0
Naxalite insurgency,2012,750,750,0,6750,1,0,0,0,34,0,0
Naxalite insurgency,2013,750,750,0,6500,1,0,0,0,34,0,0
RFDG,2000,438,438,0,1800,-99,1,0,0,2,0,0
RFDG,2001,438,438,0,1800,-99,0,0,0,2,0,5
Naga Insurgency (Myanmar),1988,775,775,0,1100,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1989,775,775,0,999,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1990,775,775,0,999,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1991,775,775,0,500,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1992,775,775,0,500,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1993,775,775,0,500,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1994,775,775,0,500,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1995,775,775,0,500,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1996,775,775,0,500,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1997,775,775,0,500,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1998,775,775,0,1001,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),1999,775,775,0,1001,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2000,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2001,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2002,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2003,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2004,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2005,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2006,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2007,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2008,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2009,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2010,775,775,0,2000,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2011,775,775,0,1800,1,0,0,0,26,3,0
Naga Insurgency (Myanmar),2012,775,775,0,1800,1,0,0,0,26,3,3
Naga Insurgency (Myanmar),2013,775,775,0,1800,1,0,0,0,26,3,0
Assam Independence Campaign,1985,750,750,0,1500,1,0,0,0,29,3,0
Assam Independence Campaign,1986,750,750,0,2000,1,0,0,0,29,3,0
Assam Independence Campaign,1987,750,750,0,2000,1,0,0,0,29,3,0
Assam Independence Campaign,1988,750,750,0,2000,1,0,0,0,29,3,0
Assam Independence Campaign,1989,750,750,0,2000,1,0,0,0,29,3,0
Assam Independence Campaign,1990,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,1991,750,750,0,-99,1,0,0,0,29,3,0
Assam Independence Campaign,1992,750,750,0,-99,1,0,0,0,29,3,0
Assam Independence Campaign,1993,750,750,0,-99,1,0,0,0,29,3,0
Assam Independence Campaign,1994,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,1995,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,1996,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,1997,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,1998,750,750,0,700,1,0,0,0,29,3,0
Assam Independence Campaign,1999,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2000,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2001,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2002,750,750,0,4000,1,0,0,0,29,3,0
Assam Independence Campaign,2003,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2004,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2005,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2006,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2007,750,750,0,3000,1,0,0,0,29,3,0
Assam Independence Campaign,2008,750,750,0,800,1,0,0,0,29,3,0
Assam Independence Campaign,2009,750,750,0,250,1,0,0,0,29,3,0
Assam Independence Campaign,2010,750,750,0,-99,1,0,0,0,29,3,0
Assam Independence Campaign,2011,750,750,0,-99,1,0,0,0,29,3,0
Assam Independence Campaign,2012,750,750,0,-99,1,0,0,0,29,3,0
Assam Independence Campaign,2013,750,750,0,-99,1,0,0,0,29,3,0
Bodoland Independence Campaign,1987,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,1988,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,1989,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,1990,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,1991,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,1992,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,1993,750,750,0,501,1,0,0,0,27,3,2
Bodoland Independence Campaign,1994,750,750,0,701,1,0,0,0,27,3,0
Bodoland Independence Campaign,1995,750,750,0,1001,1,0,0,0,27,3,0
Bodoland Independence Campaign,1996,750,750,0,1501,1,0,0,0,27,3,0
Bodoland Independence Campaign,1997,750,750,0,1001,1,0,0,0,27,3,0
Bodoland Independence Campaign,1998,750,750,0,3501,1,0,0,0,27,3,0
Bodoland Independence Campaign,1999,750,750,0,3501,1,0,0,0,27,3,0
Bodoland Independence Campaign,2000,750,750,0,3501,1,0,0,0,27,3,0
Bodoland Independence Campaign,2001,750,750,0,3501,1,0,0,0,27,3,0
Bodoland Independence Campaign,2002,750,750,0,3501,1,0,0,0,27,3,0
Bodoland Independence Campaign,2003,750,750,0,3501,1,0,0,0,27,3,2
Bodoland Independence Campaign,2004,750,750,0,2001,1,0,0,0,27,3,0
Bodoland Independence Campaign,2005,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2006,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2007,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2008,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2009,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2010,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2011,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2012,750,750,0,-99,1,0,0,0,27,3,0
Bodoland Independence Campaign,2013,750,750,0,-99,1,0,0,0,27,3,0
Patani insurgency,2004,800,800,0,500,0,0,0,0,10,3,0
Patani insurgency,2005,800,800,0,3000,0,0,0,0,10,3,0
Patani insurgency,2006,800,800,0,1000,0,0,0,0,10,3,3
Patani insurgency,2007,800,800,0,3000,0,0,0,0,10,3,0
Patani insurgency,2008,800,800,0,3000,0,0,0,0,10,3,3
Patani insurgency,2009,800,800,0,3000,0,0,0,0,10,3,0
Patani insurgency,2010,800,800,0,3000,0,0,0,0,10,3,3
Patani insurgency,2011,800,800,0,4237,0,0,0,0,10,3,3
Patani insurgency,2012,800,800,0,800,0,0,0,0,10,3,3
Patani insurgency,2013,800,800,0,800,0,0,0,0,10,3,3
Telangana People's Movement,1948,750,750,0,-99,0,0,0,0,5,0,0
Telangana People's Movement,1949,750,750,0,-99,0,0,0,0,5,0,0
Telangana People's Movement,1950,750,750,0,-99,0,0,0,0,5,0,0
Telangana People's Movement,1951,750,750,0,-99,0,0,0,0,5,0,0
Telangana People's Movement,1952,750,750,0,-99,0,0,0,0,5,0,5
Islamic State,2013,652,652,0,17000,1,0,0,0,1,0,0
Somali Civil War,1991,520,520,0,-99,1,0,0,0,10,0,0
Somali Civil War,1992,520,520,0,2000,1,0,0,0,10,0,3
Somali Civil War,1993,520,520,0,10000,1,0,0,0,10,0,3
Somali Civil War,1994,520,520,0,-99,1,0,0,0,10,0,3
Somali Civil War,1995,520,520,0,-99,1,0,0,0,10,0,0
Somali Civil War,1996,520,520,0,-99,1,0,0,0,10,0,3
Somali Civil War,1997,520,520,0,-99,1,0,0,0,10,0,3
